Index,Study field,Institution,Continent,Country,City,N agreements,Agreement_ID,Latitude,Longitude
16606,Modern India and South Asian Studies,Heidelberg University,Europe,Germany,HEIDELBERG,1,19,49.4186003,8.6692402
16607,Modern India and South Asian Studies,Hong Kong University of Science and Technology,Asia,China (Hong Kong),Hong Kong,1,146,,
16608,Modern India and South Asian Studies,Humboldt-Universität zu Berlin,Europe,Germany,Berlin,1,236,52.5183402,13.3929202
16609,Modern India and South Asian Studies,Ilisimatusarfik - University of Greenland,Europe,Greenland,Nuuk,1,22,,
16610,Modern India and South Asian Studies,International University of Sarajevo,Europe,Bosnia and Herzegovina,Ilidža/Sarajevo,1,148,43.8215450,18.3090990
16611,Modern India and South Asian Studies,Jeju National University,Asia,South Korea,"Jeju-si, Jeju Special Self-Governing Province",1,150,33.5150982,126.5528002
16612,Modern India and South Asian Studies,Kangwon National University,Asia,South Korea,Gangwon-do,1,151,37.8672582,127.7447487
16613,Modern India and South Asian Studies,Karlstad University,Europe,Sweden,Karlstad,1,23,,
16614,Modern India and South Asian Studies,Keimyung University,Asia,South Korea,Daegu,1,152,35.8567134,128.4849417
16615,Modern India and South Asian Studies,KIMEP University,Asia,Kazakhstan,Almaty,2,153,43.2416004,76.9552551
16616,Modern India and South Asian Studies,KIMEP University,Asia,Kazakhstan,Almaty,2,154,43.2416004,76.9552551
16617,Modern India and South Asian Studies,Korea University,Asia,South Korea,Soul,1,24,37.5880378,127.0323927
16618,Modern India and South Asian Studies,Kyungpook National University,Asia,South Korea,"Sangyeok-dong, Daegu",1,155,35.8905697,128.6108553
16619,Modern India and South Asian Studies,Leiden University,Europe,Netherlands,Leiden,1,156,52.1686355,4.4597028
16620,Modern India and South Asian Studies,Linköping University,Europe,Sweden,Linköping,1,25,58.3977911,15.5754544
16621,Modern India and South Asian Studies,Linnæus University,Europe,Sweden,Väjxö,1,26,,
16622,Modern India and South Asian Studies,Luleå University of Technology,Europe,Sweden,Luleå,1,28,65.6182538,22.1383085
16623,Modern India and South Asian Studies,Lund University,Europe,Sweden,Lund,2,29,55.7126504,13.2107587
16624,Modern India and South Asian Studies,Lund University,Europe,Sweden,Lund,2,159,55.7126504,13.2107587
16625,Modern India and South Asian Studies,Macquarie University,Australia/Oceania,Australia,North Ryde,1,30,,
16626,Modern India and South Asian Studies,Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,161,,
16627,Modern India and South Asian Studies,Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,162,,
16628,Modern India and South Asian Studies,McGill University,North America,Canada,Montreal,1,31,45.5068861,-73.5787118
16629,Modern India and South Asian Studies,McMaster University,North America,Canada,Hamilton,1,32,43.2639397,-79.9178252
16630,Modern India and South Asian Studies,Mid Sweden University,Europe,Sweden,Sundsvall,1,33,62.3930678,17.2843449
16631,Modern India and South Asian Studies,Monash University,Australia/Oceania,Australia,Clayton,1,34,-37.9136206,145.1318112
16632,Modern India and South Asian Studies,Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35,35.1533087,136.9677806
16633,Modern India and South Asian Studies,National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36,19.3215970,-99.1849259
16634,Modern India and South Asian Studies,National Chengchi University,Asia,China (Taiwan),Taipei,1,163,,
16635,Modern India and South Asian Studies,National Taiwan University,Asia,China (Taiwan),Taipei City,1,37,,
16636,Modern India and South Asian Studies,National University of Colombia,South America,Colombia,Bogota,1,38,4.6387426,-74.0852375
16637,Modern India and South Asian Studies,National University of Singapore,Asia,Singapore,Singapore,1,39,1.2959845,103.7766186
16638,Modern India and South Asian Studies,New York University,North America,USA,New York City,1,40,40.7292053,-73.9950148
16639,Modern India and South Asian Studies,North Carolina State University,North America,USA,Raleigh,1,41,35.7718497,-78.6740870
16640,Modern India and South Asian Studies,Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42,,
16641,Modern India and South Asian Studies,Osaka University,Asia,Japan,Suita,1,43,34.8229392,135.5257577
16642,Modern India and South Asian Studies,Pompeu Fabra University,Europe,Spain,Barcelona,1,165,41.4043275,2.1937054
16643,Modern India and South Asian Studies,Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44,,
16644,Modern India and South Asian Studies,Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45,,
16645,Modern India and South Asian Studies,Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46,35.0344040,135.7266470
16646,Modern India and South Asian Studies,Seoul National University,Asia,South Korea,Seoul,1,47,37.4669776,126.9491379
16647,Modern India and South Asian Studies,Simon Fraser University,North America,Canada,Burnaby,1,48,49.2767096,-122.9178030
16648,Modern India and South Asian Studies,Singapore Management University,Asia,Singapore,Singapore,1,49,1.2961680,103.8500437
16649,Modern India and South Asian Studies,Sogang University,Asia,South Korea,Soul,1,167,37.5520909,126.9409875
16650,Modern India and South Asian Studies,Sorbonne University,Europe,France,Paris,1,50,48.8468997,2.3574487
16651,Modern India and South Asian Studies,Stellenbosch University,Africa,South Africa,Stellenbosch,1,51,-33.9326212,18.8650551
16652,Modern India and South Asian Studies,Stockholm University,Europe,Sweden,Stockholm,1,52,59.3661410,18.0595930
16653,Modern India and South Asian Studies,Sungkyunkwan University,Asia,South Korea,Soul,2,53,37.5870459,126.9906264
16654,Modern India and South Asian Studies,Sungkyunkwan University,Asia,South Korea,Soul,2,168,37.5870459,126.9906264
16655,Modern India and South Asian Studies,Tampere University,Europe,Finland,Tampere,1,54,61.4934627,23.7789500
16656,Modern India and South Asian Studies,Tsinghua University,Asia,China (Mainland),Beijing,1,56,,
16657,Modern India and South Asian Studies,Tunghai University,Asia,China (Taiwan),Taichung City,1,169,,
16658,Modern India and South Asian Studies,UiT The Arctic University of Norway,Europe,Norway,Tromsø,1,57,,
16659,Modern India and South Asian Studies,Umeå University,Europe,Sweden,Umea,1,58,63.8217763,20.3043163
16660,Modern India and South Asian Studies,Universidad de las Américas Puebla,South America,Mexico,Puebla,1,59,19.0544632,-98.2849680
16661,Modern India and South Asian Studies,UNIVERSITY OF LISBOA,Europe,Portugal,Lisboa,1,170,38.7527961,-9.1570276
16662,Modern India and South Asian Studies,Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60,-22.8533498,-43.2331703
16663,Modern India and South Asian Studies,Universität Hamburg,Europe,Germany,Hamburg,1,171,53.5909051,9.9753758
16664,Modern India and South Asian Studies,University College Cork,Europe,Ireland,Cork,1,174,51.8947012,-8.4903105
16665,Modern India and South Asian Studies,University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62,-34.9189226,138.6042367
16666,Modern India and South Asian Studies,University of Agder,Europe,Norway,Kristiansand,1,63,58.1630985,8.0014426
16667,Modern India and South Asian Studies,University of Akureyri,Europe,Iceland,Akureyri,1,64,,
16668,Modern India and South Asian Studies,University of Amsterdam,Europe,Netherlands,Amsterdam,1,176,52.3681334,4.8898042
16669,Modern India and South Asian Studies,University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66,-36.8660955,174.7737331
16670,Modern India and South Asian Studies,University of Belgrade,Europe,Serbia,Beograd,1,177,44.8179654,20.4507765
16671,Modern India and South Asian Studies,University of Bergen,Europe,Norway,Bergen,2,68,60.3809342,5.3313021
16672,Modern India and South Asian Studies,University of Bergen,Europe,Norway,Bergen,2,178,60.3809342,5.3313021
16673,Modern India and South Asian Studies,UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69,52.4522956,-1.9312857
16674,Modern India and South Asian Studies,University of Bologna,Europe,Italy,Bologna,1,179,44.4982886,11.3544570
16675,Modern India and South Asian Studies,UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70,51.5007679,-2.5503106
16676,Modern India and South Asian Studies,University of British Columbia,North America,Canada,Vancouver,1,71,49.2578915,-123.2429755
16677,Modern India and South Asian Studies,University of Buenos Aires,South America,Argentina,Buenos Aires,1,72,-37.3285798,-59.1385728
16678,Modern India and South Asian Studies,University of Calgary,North America,Canada,Calgary,1,73,51.0750540,-114.1388050
16679,Modern India and South Asian Studies,University of California,North America,USA,Santa Barbara,1,74,34.4146025,-119.8458100
16680,Modern India and South Asian Studies,University of Canterbury Christchurch,Australia/Oceania,New Zealand,Christchurch,1,75,-43.5232778,172.5823435
16681,Modern India and South Asian Studies,University of Chile,South America,Chile,Santiago,1,76,-33.4580688,-70.6634338
16682,Modern India and South Asian Studies,University of Colorado Boulder,North America,USA,Boulder,1,77,40.0070061,-105.2664423
16683,Modern India and South Asian Studies,University of Eastern Finland,Europe,Finland,Kuopio,1,78,62.8937283,27.6394748
16684,Modern India and South Asian Studies,University of Edinburgh,Europe,United Kingdom,Edinburgh,1,79,55.9440765,-3.1883736
16685,Modern India and South Asian Studies,UNIVERSITY OF EXETER,Europe,United Kingdom,Exeter,1,80,50.7387148,-3.5384011
16686,Modern India and South Asian Studies,University of Geneva,Europe,Switzerland,Geneva,1,81,,
16687,Modern India and South Asian Studies,University of Gothenburg,Europe,Sweden,Goeteborg,1,82,57.6864579,11.9589874
16688,Modern India and South Asian Studies,University of Guelph,North America,Canada,Guelph,1,83,43.5327864,-80.2249974
16689,Modern India and South Asian Studies,University of Helsinki,Europe,Finland,Helsinki,1,84,60.2267221,25.0176700
16690,Modern India and South Asian Studies,University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,85,23.1734680,113.4665224
16691,Modern India and South Asian Studies,University of Iceland,Europe,Iceland,Reykjavik,2,86,64.1401832,-21.9539633
16692,Modern India and South Asian Studies,University of Iceland,Europe,Iceland,Reykjavik,2,180,64.1401832,-21.9539633
16693,Modern India and South Asian Studies,University of Jyväskylä,Europe,Finland,Jyvaskyla,1,88,62.2317777,25.7357870
16694,Modern India and South Asian Studies,UNIVERSITY OF KENT,Europe,United Kingdom,Canterbury,1,89,51.2950874,1.0673313
16695,Modern India and South Asian Studies,University of Lapland,Europe,Finland,Rovaniemi,1,90,66.4857192,25.7181340
16696,Modern India and South Asian Studies,THE UNIVERSITY OF LEEDS,Europe,United Kingdom,LEEDS,1,91,,
16697,Modern India and South Asian Studies,University of Leuven,Europe,Belgium,Leuven,1,182,,
16698,Modern India and South Asian Studies,University of Liverpool,Europe,United Kingdom,Liverpool,1,92,53.4072429,-2.9658337
16699,Modern India and South Asian Studies,University of Manchester,Europe,United Kingdom,MANCHESTER,1,93,53.4660226,-2.2330858
16700,Modern India and South Asian Studies,University of Melbourne,Australia/Oceania,Australia,Parkville,1,94,-37.7960451,144.9610195
16701,Modern India and South Asian Studies,University of Milan,Europe,Italy,Milano,1,95,45.4757322,9.2282917
16702,Modern India and South Asian Studies,University of New South Wales,Australia/Oceania,Australia,Sydney,1,96,-33.9175994,151.2312369
16703,Modern India and South Asian Studies,University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97,35.9046729,-79.0533595
16704,Modern India and South Asian Studies,University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98,,
16705,Modern India and South Asian Studies,University of Oslo,Europe,Norway,Oslo,3,99,59.9414173,10.7227683
16706,Modern India and South Asian Studies,University of Oslo,Europe,Norway,Oslo,3,100,59.9414173,10.7227683
16707,Modern India and South Asian Studies,University of Oslo,Europe,Norway,Oslo,3,184,59.9414173,10.7227683
16708,Modern India and South Asian Studies,University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101,-45.8649793,170.5146149
16709,Modern India and South Asian Studies,University of Oulu,Europe,Finland,Oulu,1,102,65.0593277,25.4673577
16710,Modern India and South Asian Studies,University of Pisa,Europe,Italy,Pisa,1,185,,
16711,Modern India and South Asian Studies,University of Queensland,Australia/Oceania,Australia,Brisbane,1,103,-27.4981423,153.0111536
16712,Modern India and South Asian Studies,University of São Paulo,South America,Brazil,Butantã,1,104,,
16713,Modern India and South Asian Studies,UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105,53.3729622,-1.5059315
16714,Modern India and South Asian Studies,University of South Florida,North America,USA,Tampa,1,106,28.0599999,-82.4138362
16715,Modern India and South Asian Studies,UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107,50.9341805,-1.3974844
16716,Modern India and South Asian Studies,University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108,,
16717,Modern India and South Asian Studies,UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,329,56.3398554,-2.8117775
16718,Modern India and South Asian Studies,University of Stavanger,Europe,Norway,Stavanger,1,110,58.9377085,5.6937667
16719,Modern India and South Asian Studies,University of Sydney,Australia/Oceania,Australia,Sydney,1,111,-33.8889072,151.1894111
16720,Modern India and South Asian Studies,University of Tartu,Europe,Estonia,Tartu,1,187,58.3810140,26.7195598
16721,Modern India and South Asian Studies,University of Tasmania,Australia/Oceania,Australia,Hobart,1,112,-42.9068220,147.3218083
16722,Modern India and South Asian Studies,University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113,-33.8841309,151.2012852
16723,Modern India and South Asian Studies,University of Texas at Austin,North America,USA,Austin,1,114,30.2851494,-97.7339352
16724,Modern India and South Asian Studies,University of the Andes,South America,Colombia,Bogotá,1,115,,
16725,Modern India and South Asian Studies,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116,,
16726,Modern India and South Asian Studies,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,117,,
16727,Modern India and South Asian Studies,University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118,,
16728,Modern India and South Asian Studies,University of Toronto - Mississauga,North America,Canada,Mississauga,1,119,43.5502208,-79.6626584
16729,Modern India and South Asian Studies,University of Toronto - Scarborough,North America,Canada,Scarborough,1,120,43.7851882,-79.1893305
16730,Modern India and South Asian Studies,University of Toronto - St. George,North America,Canada,Toronto,1,121,43.6634681,-79.3968165
16731,Modern India and South Asian Studies,University of Turku,Europe,Finland,Turku,1,122,60.4560732,22.2864097
16732,Modern India and South Asian Studies,University of Vaasa,Europe,Finland,Vaasa,1,123,63.1043242,21.5935646
16733,Modern India and South Asian Studies,University of Victoria,North America,Canada,Victoria,1,124,,
16734,Modern India and South Asian Studies,University of Warsaw,Europe,Poland,Warszawa,1,125,52.2216394,21.0073770
16735,Modern India and South Asian Studies,University of Washington,North America,USA,Seattle,1,126,47.6554303,-122.3001692
16736,Modern India and South Asian Studies,University of Western Australia,Australia/Oceania,Australia,Perth,1,127,-31.9506520,115.7978755
16737,Modern India and South Asian Studies,University of Wisconsin-Madison,North America,USA,Madison,1,128,43.0802745,-89.4309587
16738,Modern India and South Asian Studies,University of Wollongong,Australia/Oceania,Australia,Wollongong,1,129,-34.4050554,150.8783465
16739,Modern India and South Asian Studies,University of Zurich,Europe,Switzerland,Zurich,1,188,47.4968435,8.7298072
16740,Modern India and South Asian Studies,Uppsala University,Europe,Sweden,Uppsala,1,189,59.8576363,17.6294616
16741,Modern India and South Asian Studies,Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131,-41.2051787,174.7985379
16742,Modern India and South Asian Studies,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,132,,
16743,Modern India and South Asian Studies,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,190,,
16744,Modern India and South Asian Studies,Western Sydney University,Australia/Oceania,Australia,Penrith,1,133,-33.7683269,150.7301189
16745,Modern India and South Asian Studies,Western University,North America,Canada,London,1,134,43.0054234,-81.2748010
16746,Modern India and South Asian Studies,Yeungnam University,Asia,South Korea,Gyeongbuk,1,191,35.8280220,128.7572223
16747,Modern India and South Asian Studies,Yonsei University,Asia,South Korea,Seoul,1,135,37.5603559,126.9351585
16748,Modern India and South Asian Studies,York University,North America,Canada,Toronto,1,136,43.7743325,-79.5002705
16749,Molecular Biomedicine,Åbo Akademi University,Europe,Finland,Abo,1,0,60.4534537,22.2792379
16750,Molecular Biomedicine,Arizona State University,North America,USA,Tempe,1,1,33.4213174,-111.9331631
16751,Molecular Biomedicine,Australian National University,Australia/Oceania,Australia,Canbarra,1,2,,
16752,Molecular Biomedicine,Barnard College,North America,USA,New York City,1,3,40.8094864,-73.9635510
16753,Molecular Biomedicine,Boston College,North America,USA,Chestnut Hill,1,4,42.3354481,-71.1682665
16754,Molecular Biomedicine,Boston University,North America,USA,Boston,1,5,42.3504215,-71.1032247
16755,Molecular Biomedicine,California Institute of Technology,North America,USA,Pasadena,1,6,34.1370138,-118.1252883
16756,Molecular Biomedicine,Charles University (Prague),Europe,Czech Republic,Praha 1,1,7,50.0888947,14.4162757
16757,Molecular Biomedicine,Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8,,
16758,Molecular Biomedicine,Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9,35.6403751,139.4045306
16759,Molecular Biomedicine,City University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,10,,
16760,Molecular Biomedicine,Concordia University,North America,Canada,Montréal,1,11,45.4952440,-73.5785815
16761,Molecular Biomedicine,Cornell University,North America,USA,Ithaca,1,12,42.4529076,-76.4800842
16762,Molecular Biomedicine,Deakin University,Australia/Oceania,Australia,Melbourne,1,13,-37.8475136,145.1149474
16763,Molecular Biomedicine,ETH Zurich,Europe,Switzerland,Zurich,1,493,47.4132180,8.5374914
16764,Molecular Biomedicine,Ewha Womans University,Asia,South Korea,Seoul,1,15,37.5643371,126.9468925
16765,Molecular Biomedicine,Fudan University,Asia,China (Mainland),Shanghai,1,16,,
16766,Molecular Biomedicine,Goethe University Frankfurt,Europe,Germany,Frankfurt Am Main,1,249,50.1723275,8.6307298
16767,Molecular Biomedicine,Griffith University,Australia/Oceania,Australia,Mount Gravatt,1,18,-27.5466249,153.0642922
16768,Molecular Biomedicine,Heidelberg University,Europe,Germany,HEIDELBERG,1,19,49.4186003,8.6692402
16769,Molecular Biomedicine,Hong Kong University of Science and Technology,Asia,China (Hong Kong),Hong Kong,1,20,,
16770,Molecular Biomedicine,Karlstad University,Europe,Sweden,Karlstad,1,23,,
16771,Molecular Biomedicine,Karolinska Institutet,Europe,Sweden,Stockholm,1,494,59.3515453,18.0310658
16772,Molecular Biomedicine,Korea University,Asia,South Korea,Soul,1,24,37.5880378,127.0323927
16773,Molecular Biomedicine,Linköping University,Europe,Sweden,Linköping,1,25,58.3977911,15.5754544
16774,Molecular Biomedicine,Linnæus University,Europe,Sweden,Väjxö,1,26,,
16775,Molecular Biomedicine,Luleå University of Technology,Europe,Sweden,Luleå,1,28,65.6182538,22.1383085
16776,Molecular Biomedicine,Lund University,Europe,Sweden,Lund,1,29,55.7126504,13.2107587
16777,Molecular Biomedicine,Macquarie University,Australia/Oceania,Australia,North Ryde,1,30,,
16778,Molecular Biomedicine,McGill University,North America,Canada,Montreal,1,31,45.5068861,-73.5787118
16779,Molecular Biomedicine,McMaster University,North America,Canada,Hamilton,1,32,43.2639397,-79.9178252
16780,Molecular Biomedicine,Monash University,Australia/Oceania,Australia,Clayton,1,34,-37.9136206,145.1318112
16781,Molecular Biomedicine,Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35,35.1533087,136.9677806
16782,Molecular Biomedicine,National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36,19.3215970,-99.1849259
16783,Molecular Biomedicine,National Taiwan University,Asia,China (Taiwan),Taipei City,1,37,,
16784,Molecular Biomedicine,National University of Colombia,South America,Colombia,Bogota,1,38,4.6387426,-74.0852375
16785,Molecular Biomedicine,National University of Singapore,Asia,Singapore,Singapore,1,39,1.2959845,103.7766186
16786,Molecular Biomedicine,New York University,North America,USA,New York City,1,40,40.7292053,-73.9950148
16787,Molecular Biomedicine,North Carolina State University,North America,USA,Raleigh,1,41,35.7718497,-78.6740870
16788,Molecular Biomedicine,Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42,,
16789,Molecular Biomedicine,Osaka University,Asia,Japan,Suita,1,43,34.8229392,135.5257577
16790,Molecular Biomedicine,Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44,,
16791,Molecular Biomedicine,Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45,,
16792,Molecular Biomedicine,Reykjavik University,Europe,Iceland,Reykjavik,1,275,64.1247375,-21.9275372
16793,Molecular Biomedicine,Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46,35.0344040,135.7266470
16794,Molecular Biomedicine,Seoul National University,Asia,South Korea,Seoul,1,47,37.4669776,126.9491379
16795,Molecular Biomedicine,Simon Fraser University,North America,Canada,Burnaby,1,48,49.2767096,-122.9178030
16796,Molecular Biomedicine,Singapore Management University,Asia,Singapore,Singapore,1,49,1.2961680,103.8500437
16797,Molecular Biomedicine,Sorbonne University,Europe,France,Paris,1,50,48.8468997,2.3574487
16798,Molecular Biomedicine,Stellenbosch University,Africa,South Africa,Stellenbosch,1,51,-33.9326212,18.8650551
16799,Molecular Biomedicine,Stockholm University,Europe,Sweden,Stockholm,1,52,59.3661410,18.0595930
16800,Molecular Biomedicine,Sungkyunkwan University,Asia,South Korea,Soul,1,53,37.5870459,126.9906264
16801,Molecular Biomedicine,Tampere University,Europe,Finland,Tampere,1,54,61.4934627,23.7789500
16802,Molecular Biomedicine,Technical University of Munich,Europe,Germany,Muenchen,1,199,48.2654976,11.6692249
16803,Molecular Biomedicine,Tsinghua University,Asia,China (Mainland),Beijing,1,56,,
16804,Molecular Biomedicine,UiT The Arctic University of Norway,Europe,Norway,Tromsø,1,57,,
16805,Molecular Biomedicine,Umeå University,Europe,Sweden,Umea,1,58,63.8217763,20.3043163
16806,Molecular Biomedicine,Universidad de las Américas Puebla,South America,Mexico,Puebla,1,59,19.0544632,-98.2849680
16807,Molecular Biomedicine,Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60,-22.8533498,-43.2331703
16808,Molecular Biomedicine,University College Cork,Europe,Ireland,Cork,1,61,51.8947012,-8.4903105
16809,Molecular Biomedicine,University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62,-34.9189226,138.6042367
16810,Molecular Biomedicine,University of Agder,Europe,Norway,Kristiansand,1,63,58.1630985,8.0014426
16811,Molecular Biomedicine,University of Akureyri,Europe,Iceland,Akureyri,1,64,,
16812,Molecular Biomedicine,University of Amsterdam,Europe,Netherlands,Amsterdam,1,65,52.3681334,4.8898042
16813,Molecular Biomedicine,University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66,-36.8660955,174.7737331
16814,Molecular Biomedicine,University of Bergen,Europe,Norway,Bergen,1,68,60.3809342,5.3313021
16815,Molecular Biomedicine,UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69,52.4522956,-1.9312857
16816,Molecular Biomedicine,UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70,51.5007679,-2.5503106
16817,Molecular Biomedicine,University of British Columbia,North America,Canada,Vancouver,1,71,49.2578915,-123.2429755
16818,Molecular Biomedicine,University of Buenos Aires,South America,Argentina,Buenos Aires,1,72,-37.3285798,-59.1385728
16819,Molecular Biomedicine,University of Calgary,North America,Canada,Calgary,1,73,51.0750540,-114.1388050
16820,Molecular Biomedicine,University of California,North America,USA,Santa Barbara,1,74,34.4146025,-119.8458100
16821,Molecular Biomedicine,University of Canterbury Christchurch,Australia/Oceania,New Zealand,Christchurch,1,75,-43.5232778,172.5823435
16822,Molecular Biomedicine,University of Chile,South America,Chile,Santiago,1,76,-33.4580688,-70.6634338
16823,Molecular Biomedicine,University of Colorado Boulder,North America,USA,Boulder,1,77,40.0070061,-105.2664423
16824,Molecular Biomedicine,University of Eastern Finland,Europe,Finland,Kuopio,1,78,62.8937283,27.6394748
16825,Molecular Biomedicine,University of Edinburgh,Europe,United Kingdom,Edinburgh,1,79,55.9440765,-3.1883736
16826,Molecular Biomedicine,UNIVERSITY OF EXETER,Europe,United Kingdom,Exeter,1,80,50.7387148,-3.5384011
16827,Molecular Biomedicine,University of Geneva,Europe,Switzerland,Geneva,1,81,,
16828,Molecular Biomedicine,University of Gothenburg,Europe,Sweden,Goeteborg,1,82,57.6864579,11.9589874
16829,Molecular Biomedicine,University of Guelph,North America,Canada,Guelph,1,83,43.5327864,-80.2249974
16830,Molecular Biomedicine,University of Helsinki,Europe,Finland,Helsinki,1,84,60.2267221,25.0176700
16831,Molecular Biomedicine,University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,85,23.1734680,113.4665224
16832,Molecular Biomedicine,University of Iceland,Europe,Iceland,Reykjavik,1,86,64.1401832,-21.9539633
16833,Molecular Biomedicine,University of Illinois at Urbana-Champaign,North America,USA,Champaign,1,87,,
16834,Molecular Biomedicine,University of Jyväskylä,Europe,Finland,Jyvaskyla,1,88,62.2317777,25.7357870
16835,Molecular Biomedicine,UNIVERSITY OF KENT,Europe,United Kingdom,Canterbury,1,89,51.2950874,1.0673313
16836,Molecular Biomedicine,University of Lapland,Europe,Finland,Rovaniemi,1,90,66.4857192,25.7181340
16837,Molecular Biomedicine,THE UNIVERSITY OF LEEDS,Europe,United Kingdom,LEEDS,1,91,,
16838,Molecular Biomedicine,University of Liverpool,Europe,United Kingdom,Liverpool,1,92,53.4072429,-2.9658337
16839,Molecular Biomedicine,University of Manchester,Europe,United Kingdom,MANCHESTER,1,93,53.4660226,-2.2330858
16840,Molecular Biomedicine,University of Melbourne,Australia/Oceania,Australia,Parkville,1,94,-37.7960451,144.9610195
16841,Molecular Biomedicine,University of Milan,Europe,Italy,Milano,1,95,45.4757322,9.2282917
16842,Molecular Biomedicine,University of New South Wales,Australia/Oceania,Australia,Sydney,1,96,-33.9175994,151.2312369
16843,Molecular Biomedicine,University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97,35.9046729,-79.0533595
16844,Molecular Biomedicine,University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98,,
16845,Molecular Biomedicine,University of Oslo,Europe,Norway,Oslo,2,99,59.9414173,10.7227683
16846,Molecular Biomedicine,University of Oslo,Europe,Norway,Oslo,2,100,59.9414173,10.7227683
16847,Molecular Biomedicine,University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101,-45.8649793,170.5146149
16848,Molecular Biomedicine,University of Oulu,Europe,Finland,Oulu,1,102,65.0593277,25.4673577
16849,Molecular Biomedicine,University of Queensland,Australia/Oceania,Australia,Brisbane,1,103,-27.4981423,153.0111536
16850,Molecular Biomedicine,University of São Paulo,South America,Brazil,Butantã,1,104,,
16851,Molecular Biomedicine,UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105,53.3729622,-1.5059315
16852,Molecular Biomedicine,University of South Florida,North America,USA,Tampa,1,106,28.0599999,-82.4138362
16853,Molecular Biomedicine,UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107,50.9341805,-1.3974844
16854,Molecular Biomedicine,University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108,,
16855,Molecular Biomedicine,UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,329,56.3398554,-2.8117775
16856,Molecular Biomedicine,University of Stavanger,Europe,Norway,Stavanger,1,110,58.9377085,5.6937667
16857,Molecular Biomedicine,University of Sydney,Australia/Oceania,Australia,Sydney,1,111,-33.8889072,151.1894111
16858,Molecular Biomedicine,University of Tasmania,Australia/Oceania,Australia,Hobart,1,112,-42.9068220,147.3218083
16859,Molecular Biomedicine,University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113,-33.8841309,151.2012852
16860,Molecular Biomedicine,University of Texas at Austin,North America,USA,Austin,1,114,30.2851494,-97.7339352
16861,Molecular Biomedicine,University of the Andes,South America,Colombia,Bogotá,1,115,,
16862,Molecular Biomedicine,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116,,
