Index,Study field,Institution,Continent,Country,City,N agreements,Agreement_ID
17243,Nanoscience,University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118
17244,Nanoscience,University of Toronto - Mississauga,North America,Canada,Mississauga,1,119
17245,Nanoscience,University of Toronto - Scarborough,North America,Canada,Scarborough,1,120
17246,Nanoscience,University of Toronto - St. George,North America,Canada,Toronto,1,121
17247,Nanoscience,University of Turku,Europe,Finland,Turku,1,122
17248,Nanoscience,University of Vaasa,Europe,Finland,Vaasa,1,123
17249,Nanoscience,University of Victoria,North America,Canada,Victoria,1,124
17250,Nanoscience,University of Warsaw,Europe,Poland,Warszawa,1,125
17251,Nanoscience,University of Washington,North America,USA,Seattle,1,126
17252,Nanoscience,University of Western Australia,Australia/Oceania,Australia,Perth,1,127
17253,Nanoscience,University of Wisconsin-Madison,North America,USA,Madison,1,128
17254,Nanoscience,University of Wollongong,Australia/Oceania,Australia,Wollongong,1,129
17255,Nanoscience,Uppsala University,Europe,Sweden,Uppsala,1,189
17256,Nanoscience,Utrecht University,Europe,Netherlands,Utrecht,1,130
17257,Nanoscience,Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131
17258,Nanoscience,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",1,132
17259,Nanoscience,Western Sydney University,Australia/Oceania,Australia,Penrith,1,133
17260,Nanoscience,Western University,North America,Canada,London,1,134
17261,Nanoscience,Yonsei University,Asia,South Korea,Seoul,1,135
17262,Nanoscience,York University,North America,Canada,Toronto,1,136
17263,Natural Resources,Aberystwyth University,Europe,United Kingdom,Aberystwyth,1,210
17264,Natural Resources,Åbo Akademi University,Europe,Finland,Abo,1,0
17265,Natural Resources,Arizona State University,North America,USA,Tempe,1,1
17266,Natural Resources,Australian National University,Australia/Oceania,Australia,Canbarra,1,2
17267,Natural Resources,Barnard College,North America,USA,New York City,1,3
17268,Natural Resources,Boston College,North America,USA,Chestnut Hill,1,4
17269,Natural Resources,Boston University,North America,USA,Boston,1,5
17270,Natural Resources,California Institute of Technology,North America,USA,Pasadena,1,6
17271,Natural Resources,Charles University (Prague),Europe,Czech Republic,Praha 1,1,7
17272,Natural Resources,Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8
17273,Natural Resources,Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9
17274,Natural Resources,City University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,10
17275,Natural Resources,Concordia University,North America,Canada,Montréal,1,11
17276,Natural Resources,Cornell University,North America,USA,Ithaca,1,12
17277,Natural Resources,Czech University of Life Sciences Prague,Europe,Czech Republic,Praha,2,192
17278,Natural Resources,Czech University of Life Sciences Prague,Europe,Czech Republic,Praha,2,193
17279,Natural Resources,Deakin University,Australia/Oceania,Australia,Melbourne,1,13
17280,Natural Resources,ETH Zurich,Europe,Switzerland,Zurich,1,194
17281,Natural Resources,Ewha Womans University,Asia,South Korea,Seoul,1,15
17282,Natural Resources,Fudan University,Asia,China (Mainland),Shanghai,1,16
17283,Natural Resources,Griffith University,Australia/Oceania,Australia,Mount Gravatt,1,18
17284,Natural Resources,Heidelberg University,Europe,Germany,HEIDELBERG,1,19
17285,Natural Resources,Hong Kong University of Science and Technology,Asia,China (Hong Kong),Hong Kong,1,20
17286,Natural Resources,Ilisimatusarfik - University of Greenland,Europe,Greenland,Nuuk,1,22
17287,Natural Resources,James Cook University,Australia/Oceania,Australia,Douglas,1,255
17288,Natural Resources,Karlstad University,Europe,Sweden,Karlstad,1,23
17289,Natural Resources,Korea University,Asia,South Korea,Soul,1,24
17290,Natural Resources,Lincoln University,Australia/Oceania,New Zealand,Lincoln,1,195
17291,Natural Resources,Linköping University,Europe,Sweden,Linköping,1,25
17292,Natural Resources,Linnæus University,Europe,Sweden,Väjxö,1,26
17293,Natural Resources,Luleå University of Technology,Europe,Sweden,Luleå,1,28
17294,Natural Resources,Lund University,Europe,Sweden,Lund,1,29
17295,Natural Resources,Macquarie University,Australia/Oceania,Australia,North Ryde,1,30
17296,Natural Resources,McGill University,North America,Canada,Montreal,1,31
17297,Natural Resources,McMaster University,North America,Canada,Hamilton,1,32
17298,Natural Resources,Mid Sweden University,Europe,Sweden,Sundsvall,1,33
17299,Natural Resources,Monash University,Australia/Oceania,Australia,Clayton,1,34
17300,Natural Resources,Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35
17301,Natural Resources,National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36
17302,Natural Resources,National Taiwan University,Asia,China (Taiwan),Taipei City,1,37
17303,Natural Resources,National University of Colombia,South America,Colombia,Bogota,1,38
17304,Natural Resources,National University of Singapore,Asia,Singapore,Singapore,1,39
17305,Natural Resources,New York University,North America,USA,New York City,1,40
17306,Natural Resources,North Carolina State University,North America,USA,Raleigh,1,41
17307,Natural Resources,Norwegian University of Life Sciences (NMBU),Europe,Norway,As,1,196
17308,Natural Resources,Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42
17309,Natural Resources,Osaka University,Asia,Japan,Suita,1,43
17310,Natural Resources,Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44
17311,Natural Resources,Purdue University,North America,USA,West Lafayette,1,197
17312,Natural Resources,Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45
17313,Natural Resources,Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46
17314,Natural Resources,Seoul National University,Asia,South Korea,Seoul,1,47
17315,Natural Resources,Simon Fraser University,North America,Canada,Burnaby,1,48
17316,Natural Resources,Singapore Management University,Asia,Singapore,Singapore,1,49
17317,Natural Resources,Sorbonne University,Europe,France,Paris,1,50
17318,Natural Resources,Stellenbosch University,Africa,South Africa,Stellenbosch,1,51
17319,Natural Resources,Stockholm University,Europe,Sweden,Stockholm,1,52
17320,Natural Resources,Sungkyunkwan University,Asia,South Korea,Soul,1,53
17321,Natural Resources,Swedish University of Agricultural Sciences (SLU),Europe,Sweden,Uppsala,1,198
17322,Natural Resources,Tampere University,Europe,Finland,Tampere,1,54
17323,Natural Resources,Technical University of Munich,Europe,Germany,Muenchen,1,199
17324,Natural Resources,Tsinghua University,Asia,China (Mainland),Beijing,1,56
17325,Natural Resources,UiT The Arctic University of Norway,Europe,Norway,Tromsø,1,57
17326,Natural Resources,Umeå University,Europe,Sweden,Umea,1,58
17327,Natural Resources,Universidad de las Américas Puebla,South America,Mexico,Puebla,1,59
17328,Natural Resources,Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60
17329,Natural Resources,University College Cork,Europe,Ireland,Cork,1,61
17330,Natural Resources,University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62
17331,Natural Resources,University of Agder,Europe,Norway,Kristiansand,1,63
17332,Natural Resources,University of Akureyri,Europe,Iceland,Akureyri,1,64
17333,Natural Resources,University of Amsterdam,Europe,Netherlands,Amsterdam,1,65
17334,Natural Resources,University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66
17335,Natural Resources,University of Bergen,Europe,Norway,Bergen,1,68
17336,Natural Resources,UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69
17337,Natural Resources,UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70
17338,Natural Resources,University of British Columbia,North America,Canada,Vancouver,1,71
17339,Natural Resources,University of Buenos Aires,South America,Argentina,Buenos Aires,1,72
17340,Natural Resources,University of Calgary,North America,Canada,Calgary,1,73
17341,Natural Resources,University of California,North America,USA,Santa Barbara,1,74
17342,Natural Resources,University of Canterbury Christchurch,Australia/Oceania,New Zealand,Christchurch,1,75
17343,Natural Resources,University of Chile,South America,Chile,Santiago,1,76
17344,Natural Resources,University of Colorado Boulder,North America,USA,Boulder,1,77
17345,Natural Resources,University of Edinburgh,Europe,United Kingdom,Edinburgh,1,79
17346,Natural Resources,UNIVERSITY OF EXETER,Europe,United Kingdom,Exeter,1,80
17347,Natural Resources,University of Geneva,Europe,Switzerland,Geneva,1,81
17348,Natural Resources,University of Gothenburg,Europe,Sweden,Goeteborg,1,82
17349,Natural Resources,University of Guelph,North America,Canada,Guelph,1,83
17350,Natural Resources,University of Helsinki,Europe,Finland,Helsinki,1,84
17351,Natural Resources,University of Hohenheim,Europe,Germany,Stuttgart,1,201
17352,Natural Resources,University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,85
17353,Natural Resources,University of Iceland,Europe,Iceland,Reykjavik,1,86
17354,Natural Resources,University of Illinois at Urbana-Champaign,North America,USA,Champaign,1,87
17355,Natural Resources,University of Jyväskylä,Europe,Finland,Jyvaskyla,1,88
17356,Natural Resources,UNIVERSITY OF KENT,Europe,United Kingdom,Canterbury,1,89
17357,Natural Resources,University of Lapland,Europe,Finland,Rovaniemi,1,90
17358,Natural Resources,THE UNIVERSITY OF LEEDS,Europe,United Kingdom,LEEDS,1,91
17359,Natural Resources,University of Liverpool,Europe,United Kingdom,Liverpool,1,92
17360,Natural Resources,University of Manchester,Europe,United Kingdom,MANCHESTER,1,93
17361,Natural Resources,University of Melbourne,Australia/Oceania,Australia,Parkville,1,94
17362,Natural Resources,University of Milan,Europe,Italy,Milano,1,95
17363,Natural Resources,"University of Natural Resources and Life Sciences, Vienna (BOKU)",Europe,Austria,Wien,1,204
17364,Natural Resources,University of New South Wales,Australia/Oceania,Australia,Sydney,1,96
17365,Natural Resources,University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97
17366,Natural Resources,University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98
17367,Natural Resources,University of Oslo,Europe,Norway,Oslo,1,99
17368,Natural Resources,University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101
17369,Natural Resources,University of Oulu,Europe,Finland,Oulu,1,102
17370,Natural Resources,University of Queensland,Australia/Oceania,Australia,Brisbane,1,103
17371,Natural Resources,University of São Paulo,South America,Brazil,Butantã,1,104
17372,Natural Resources,UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105
17373,Natural Resources,University of South Florida,North America,USA,Tampa,1,106
17374,Natural Resources,UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107
17375,Natural Resources,University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108
17376,Natural Resources,UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,329
17377,Natural Resources,University of Stavanger,Europe,Norway,Stavanger,1,110
17378,Natural Resources,University of Sydney,Australia/Oceania,Australia,Sydney,1,111
17379,Natural Resources,University of Tasmania,Australia/Oceania,Australia,Hobart,1,112
17380,Natural Resources,University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113
17381,Natural Resources,University of Texas at Austin,North America,USA,Austin,1,114
17382,Natural Resources,University of the Andes,South America,Colombia,Bogotá,1,115
17383,Natural Resources,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116
17384,Natural Resources,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,117
17385,Natural Resources,University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118
17386,Natural Resources,University of Toronto - Mississauga,North America,Canada,Mississauga,1,119
17387,Natural Resources,University of Toronto - Scarborough,North America,Canada,Scarborough,1,120
17388,Natural Resources,University of Toronto - St. George,North America,Canada,Toronto,1,121
17389,Natural Resources,University of Turku,Europe,Finland,Turku,1,122
17390,Natural Resources,University of Vaasa,Europe,Finland,Vaasa,1,123
17391,Natural Resources,University of Victoria,North America,Canada,Victoria,1,124
17392,Natural Resources,University of Warsaw,Europe,Poland,Warszawa,1,125
17393,Natural Resources,University of Washington,North America,USA,Seattle,1,126
17394,Natural Resources,University of Western Australia,Australia/Oceania,Australia,Perth,1,127
17395,Natural Resources,University of Wisconsin-Madison,North America,USA,Madison,1,128
17396,Natural Resources,University of Wollongong,Australia/Oceania,Australia,Wollongong,1,129
17397,Natural Resources,Uppsala University,Europe,Sweden,Uppsala,1,189
17398,Natural Resources,Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131
17399,Natural Resources,Wageningen University,Europe,Netherlands,Wageningen,1,207
17400,Natural Resources,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",1,132
17401,Natural Resources,Western Sydney University,Australia/Oceania,Australia,Penrith,1,133
17402,Natural Resources,Western University,North America,Canada,London,1,134
17403,Natural Resources,Yonsei University,Asia,South Korea,Seoul,1,135
17404,Natural Resources,York University,North America,Canada,Toronto,1,136
17405,"Nature Management (Landscape, Biodiversity and Planning)",Åbo Akademi University,Europe,Finland,Abo,1,0
17406,"Nature Management (Landscape, Biodiversity and Planning)",Arizona State University,North America,USA,Tempe,1,1
17407,"Nature Management (Landscape, Biodiversity and Planning)",Australian National University,Australia/Oceania,Australia,Canbarra,1,2
17408,"Nature Management (Landscape, Biodiversity and Planning)",Barnard College,North America,USA,New York City,1,3
17409,"Nature Management (Landscape, Biodiversity and Planning)",Boston College,North America,USA,Chestnut Hill,1,4
17410,"Nature Management (Landscape, Biodiversity and Planning)",Boston University,North America,USA,Boston,1,5
17411,"Nature Management (Landscape, Biodiversity and Planning)",Charles University (Prague),Europe,Czech Republic,Praha 1,1,7
17412,"Nature Management (Landscape, Biodiversity and Planning)",Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8
17413,"Nature Management (Landscape, Biodiversity and Planning)",Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9
17414,"Nature Management (Landscape, Biodiversity and Planning)",City University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,10
17415,"Nature Management (Landscape, Biodiversity and Planning)",Concordia University,North America,Canada,Montréal,1,11
17416,"Nature Management (Landscape, Biodiversity and Planning)",Cornell University,North America,USA,Ithaca,1,12
17417,"Nature Management (Landscape, Biodiversity and Planning)",Deakin University,Australia/Oceania,Australia,Melbourne,1,13
17418,"Nature Management (Landscape, Biodiversity and Planning)",ETH Zurich,Europe,Switzerland,Zurich,1,339
17419,"Nature Management (Landscape, Biodiversity and Planning)",Ewha Womans University,Asia,South Korea,Seoul,1,15
17420,"Nature Management (Landscape, Biodiversity and Planning)",Fudan University,Asia,China (Mainland),Shanghai,1,16
17421,"Nature Management (Landscape, Biodiversity and Planning)",Griffith University,Australia/Oceania,Australia,Mount Gravatt,1,18
17422,"Nature Management (Landscape, Biodiversity and Planning)",Heidelberg University,Europe,Germany,HEIDELBERG,1,19
17423,"Nature Management (Landscape, Biodiversity and Planning)",Hong Kong University of Science and Technology,Asia,China (Hong Kong),Hong Kong,1,20
17424,"Nature Management (Landscape, Biodiversity and Planning)",Ilisimatusarfik - University of Greenland,Europe,Greenland,Nuuk,1,22
17425,"Nature Management (Landscape, Biodiversity and Planning)",James Cook University,Australia/Oceania,Australia,Douglas,1,255
17426,"Nature Management (Landscape, Biodiversity and Planning)",Karlstad University,Europe,Sweden,Karlstad,1,23
17427,"Nature Management (Landscape, Biodiversity and Planning)",Korea University,Asia,South Korea,Soul,1,24
17428,"Nature Management (Landscape, Biodiversity and Planning)",Lincoln University,Australia/Oceania,New Zealand,Lincoln,1,195
17429,"Nature Management (Landscape, Biodiversity and Planning)",Linnæus University,Europe,Sweden,Väjxö,1,26
17430,"Nature Management (Landscape, Biodiversity and Planning)",Lund University,Europe,Sweden,Lund,1,29
17431,"Nature Management (Landscape, Biodiversity and Planning)",Macquarie University,Australia/Oceania,Australia,North Ryde,1,30
17432,"Nature Management (Landscape, Biodiversity and Planning)",McGill University,North America,Canada,Montreal,1,31
17433,"Nature Management (Landscape, Biodiversity and Planning)",McMaster University,North America,Canada,Hamilton,1,32
17434,"Nature Management (Landscape, Biodiversity and Planning)",Mid Sweden University,Europe,Sweden,Sundsvall,1,33
17435,"Nature Management (Landscape, Biodiversity and Planning)",Monash University,Australia/Oceania,Australia,Clayton,1,34
17436,"Nature Management (Landscape, Biodiversity and Planning)",Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35
17437,"Nature Management (Landscape, Biodiversity and Planning)",National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36
17438,"Nature Management (Landscape, Biodiversity and Planning)",National Taiwan University,Asia,China (Taiwan),Taipei City,1,37
17439,"Nature Management (Landscape, Biodiversity and Planning)",National University of Colombia,South America,Colombia,Bogota,1,38
17440,"Nature Management (Landscape, Biodiversity and Planning)",National University of Singapore,Asia,Singapore,Singapore,1,39
17441,"Nature Management (Landscape, Biodiversity and Planning)",New York University,North America,USA,New York City,1,40
17442,"Nature Management (Landscape, Biodiversity and Planning)",North Carolina State University,North America,USA,Raleigh,1,41
17443,"Nature Management (Landscape, Biodiversity and Planning)",Norwegian University of Life Sciences (NMBU),Europe,Norway,As,1,196
17444,"Nature Management (Landscape, Biodiversity and Planning)",Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42
17445,"Nature Management (Landscape, Biodiversity and Planning)",Osaka University,Asia,Japan,Suita,1,43
17446,"Nature Management (Landscape, Biodiversity and Planning)",Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44
17447,"Nature Management (Landscape, Biodiversity and Planning)",Purdue University,North America,USA,West Lafayette,1,197
17448,"Nature Management (Landscape, Biodiversity and Planning)",Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45
17449,"Nature Management (Landscape, Biodiversity and Planning)",Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46
17450,"Nature Management (Landscape, Biodiversity and Planning)",Seoul National University,Asia,South Korea,Seoul,1,47
17451,"Nature Management (Landscape, Biodiversity and Planning)",Simon Fraser University,North America,Canada,Burnaby,1,48
17452,"Nature Management (Landscape, Biodiversity and Planning)",Singapore Management University,Asia,Singapore,Singapore,1,49
17453,"Nature Management (Landscape, Biodiversity and Planning)",Sorbonne University,Europe,France,Paris,1,50
17454,"Nature Management (Landscape, Biodiversity and Planning)",Stellenbosch University,Africa,South Africa,Stellenbosch,1,51
17455,"Nature Management (Landscape, Biodiversity and Planning)",Stockholm University,Europe,Sweden,Stockholm,1,52
17456,"Nature Management (Landscape, Biodiversity and Planning)",Sungkyunkwan University,Asia,South Korea,Soul,1,53
17457,"Nature Management (Landscape, Biodiversity and Planning)",Tampere University,Europe,Finland,Tampere,1,54
17458,"Nature Management (Landscape, Biodiversity and Planning)",Technical University of Munich,Europe,Germany,Muenchen,1,199
17459,"Nature Management (Landscape, Biodiversity and Planning)",Tsinghua University,Asia,China (Mainland),Beijing,1,56
17460,"Nature Management (Landscape, Biodiversity and Planning)",Umeå University,Europe,Sweden,Umea,1,58
17461,"Nature Management (Landscape, Biodiversity and Planning)",Universidad de las Américas Puebla,South America,Mexico,Puebla,1,59
17462,"Nature Management (Landscape, Biodiversity and Planning)",Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60
17463,"Nature Management (Landscape, Biodiversity and Planning)",University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62
17464,"Nature Management (Landscape, Biodiversity and Planning)",University of Agder,Europe,Norway,Kristiansand,1,63
17465,"Nature Management (Landscape, Biodiversity and Planning)",University of Akureyri,Europe,Iceland,Akureyri,1,64
17466,"Nature Management (Landscape, Biodiversity and Planning)",University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66
17467,"Nature Management (Landscape, Biodiversity and Planning)",University of Bergen,Europe,Norway,Bergen,1,68
17468,"Nature Management (Landscape, Biodiversity and Planning)",UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69
17469,"Nature Management (Landscape, Biodiversity and Planning)",UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70
17470,"Nature Management (Landscape, Biodiversity and Planning)",University of British Columbia,North America,Canada,Vancouver,1,71
17471,"Nature Management (Landscape, Biodiversity and Planning)",University of Buenos Aires,South America,Argentina,Buenos Aires,1,72
17472,"Nature Management (Landscape, Biodiversity and Planning)",University of Calgary,North America,Canada,Calgary,1,73
17473,"Nature Management (Landscape, Biodiversity and Planning)",University of California,North America,USA,Santa Barbara,1,74
17474,"Nature Management (Landscape, Biodiversity and Planning)",University of Canterbury Christchurch,Australia/Oceania,New Zealand,Christchurch,1,75
17475,"Nature Management (Landscape, Biodiversity and Planning)",University of Chile,South America,Chile,Santiago,1,76
17476,"Nature Management (Landscape, Biodiversity and Planning)",University of Colorado Boulder,North America,USA,Boulder,1,77
17477,"Nature Management (Landscape, Biodiversity and Planning)",University of Eastern Finland,Europe,Finland,Kuopio,1,78
17478,"Nature Management (Landscape, Biodiversity and Planning)",University of Edinburgh,Europe,United Kingdom,Edinburgh,1,79
17479,"Nature Management (Landscape, Biodiversity and Planning)",UNIVERSITY OF EXETER,Europe,United Kingdom,Exeter,1,80
17480,"Nature Management (Landscape, Biodiversity and Planning)",University of Geneva,Europe,Switzerland,Geneva,1,81
17481,"Nature Management (Landscape, Biodiversity and Planning)",University of Gothenburg,Europe,Sweden,Goeteborg,1,82
17482,"Nature Management (Landscape, Biodiversity and Planning)",University of Guelph,North America,Canada,Guelph,1,83
17483,"Nature Management (Landscape, Biodiversity and Planning)",University of Helsinki,Europe,Finland,Helsinki,1,84
17484,"Nature Management (Landscape, Biodiversity and Planning)",University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,85
17485,"Nature Management (Landscape, Biodiversity and Planning)",University of Iceland,Europe,Iceland,Reykjavik,1,86
17486,"Nature Management (Landscape, Biodiversity and Planning)",University of Illinois at Urbana-Champaign,North America,USA,Champaign,1,87
17487,"Nature Management (Landscape, Biodiversity and Planning)",UNIVERSITY OF KENT,Europe,United Kingdom,Canterbury,1,89
17488,"Nature Management (Landscape, Biodiversity and Planning)",University of Lapland,Europe,Finland,Rovaniemi,1,90
17489,"Nature Management (Landscape, Biodiversity and Planning)",THE UNIVERSITY OF LEEDS,Europe,United Kingdom,LEEDS,1,91
17490,"Nature Management (Landscape, Biodiversity and Planning)",University of Liverpool,Europe,United Kingdom,Liverpool,1,92
17491,"Nature Management (Landscape, Biodiversity and Planning)",University of Manchester,Europe,United Kingdom,MANCHESTER,1,93
17492,"Nature Management (Landscape, Biodiversity and Planning)",University of Melbourne,Australia/Oceania,Australia,Parkville,1,94
17493,"Nature Management (Landscape, Biodiversity and Planning)",University of Milan,Europe,Italy,Milano,1,95
17494,"Nature Management (Landscape, Biodiversity and Planning)",University of New South Wales,Australia/Oceania,Australia,Sydney,1,96
17495,"Nature Management (Landscape, Biodiversity and Planning)",University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97
17496,"Nature Management (Landscape, Biodiversity and Planning)",University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98
17497,"Nature Management (Landscape, Biodiversity and Planning)",University of Oslo,Europe,Norway,Oslo,1,99
17498,"Nature Management (Landscape, Biodiversity and Planning)",University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101
17499,"Nature Management (Landscape, Biodiversity and Planning)",University of Oulu,Europe,Finland,Oulu,1,102
17500,"Nature Management (Landscape, Biodiversity and Planning)",University of Queensland,Australia/Oceania,Australia,Brisbane,1,103
17501,"Nature Management (Landscape, Biodiversity and Planning)",University of São Paulo,South America,Brazil,Butantã,1,104
17502,"Nature Management (Landscape, Biodiversity and Planning)",UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105
17503,"Nature Management (Landscape, Biodiversity and Planning)",University of South Florida,North America,USA,Tampa,1,106
17504,"Nature Management (Landscape, Biodiversity and Planning)",UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107
17505,"Nature Management (Landscape, Biodiversity and Planning)",University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108
17506,"Nature Management (Landscape, Biodiversity and Planning)",UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,329
17507,"Nature Management (Landscape, Biodiversity and Planning)",University of Stavanger,Europe,Norway,Stavanger,1,110
17508,"Nature Management (Landscape, Biodiversity and Planning)",University of Sydney,Australia/Oceania,Australia,Sydney,1,111
17509,"Nature Management (Landscape, Biodiversity and Planning)",University of Tasmania,Australia/Oceania,Australia,Hobart,1,112
17510,"Nature Management (Landscape, Biodiversity and Planning)",University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113
17511,"Nature Management (Landscape, Biodiversity and Planning)",University of Texas at Austin,North America,USA,Austin,1,114
17512,"Nature Management (Landscape, Biodiversity and Planning)",University of the Andes,South America,Colombia,Bogotá,1,115
17513,"Nature Management (Landscape, Biodiversity and Planning)",University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116
17514,"Nature Management (Landscape, Biodiversity and Planning)",University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,117
17515,"Nature Management (Landscape, Biodiversity and Planning)",University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118
17516,"Nature Management (Landscape, Biodiversity and Planning)",University of Toronto - Mississauga,North America,Canada,Mississauga,1,119
17517,"Nature Management (Landscape, Biodiversity and Planning)",University of Toronto - Scarborough,North America,Canada,Scarborough,1,120
17518,"Nature Management (Landscape, Biodiversity and Planning)",University of Toronto - St. George,North America,Canada,Toronto,1,121
17519,"Nature Management (Landscape, Biodiversity and Planning)",University of Turku,Europe,Finland,Turku,1,122
17520,"Nature Management (Landscape, Biodiversity and Planning)",University of Vaasa,Europe,Finland,Vaasa,1,123
17521,"Nature Management (Landscape, Biodiversity and Planning)",University of Victoria,North America,Canada,Victoria,1,124
17522,"Nature Management (Landscape, Biodiversity and Planning)",University of Warsaw,Europe,Poland,Warszawa,1,125
17523,"Nature Management (Landscape, Biodiversity and Planning)",University of Washington,North America,USA,Seattle,1,126
17524,"Nature Management (Landscape, Biodiversity and Planning)",University of Western Australia,Australia/Oceania,Australia,Perth,1,127
17525,"Nature Management (Landscape, Biodiversity and Planning)",University of Wisconsin-Madison,North America,USA,Madison,1,128
17526,"Nature Management (Landscape, Biodiversity and Planning)",University of Wollongong,Australia/Oceania,Australia,Wollongong,1,129
17527,"Nature Management (Landscape, Biodiversity and Planning)",Uppsala University,Europe,Sweden,Uppsala,1,189
17528,"Nature Management (Landscape, Biodiversity and Planning)",Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131
17529,"Nature Management (Landscape, Biodiversity and Planning)",Wageningen University,Europe,Netherlands,Wageningen,1,207
17530,"Nature Management (Landscape, Biodiversity and Planning)",Waseda University,Asia,Japan,"Shinjuku City, Tokyo",1,132
17531,"Nature Management (Landscape, Biodiversity and Planning)",Western Sydney University,Australia/Oceania,Australia,Penrith,1,133
17532,"Nature Management (Landscape, Biodiversity and Planning)",Western University,North America,Canada,London,1,134
17533,"Nature Management (Landscape, Biodiversity and Planning)",Yonsei University,Asia,South Korea,Seoul,1,135
17534,"Nature Management (Landscape, Biodiversity and Planning)",York University,North America,Canada,Toronto,1,136
17535,Near Eastern Archaeology,Åbo Akademi University,Europe,Finland,Abo,1,0
17536,Near Eastern Archaeology,Al Akhawayn University,Africa,Morocco,Ifrane,1,137
17537,Near Eastern Archaeology,Arizona State University,North America,USA,Tempe,1,1
17538,Near Eastern Archaeology,Ashoka University,Asia,India,Sonipat,1,138
17539,Near Eastern Archaeology,Australian National University,Australia/Oceania,Australia,Canbarra,1,2
17540,Near Eastern Archaeology,Barnard College,North America,USA,New York City,1,3
17541,Near Eastern Archaeology,Boston College,North America,USA,Chestnut Hill,1,4
17542,Near Eastern Archaeology,Boston University,North America,USA,Boston,1,5
17543,Near Eastern Archaeology,Ca' Foscari University of Venice,Europe,Italy,Venice,1,139
17544,Near Eastern Archaeology,Charles University (Prague),Europe,Czech Republic,Praha 1,1,7
17545,Near Eastern Archaeology,Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8
17546,Near Eastern Archaeology,Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9
